"CODIGO";"CODIGOTIPOCONTA";"CODIGOAREA";"DESCRICAO";"EMAIL";"NUMERO";"ATIVO";"USUARIO";"DHMODIFICACAO"
"1962,000000";"11,000000";"null";"ZDLCV - PROF. ADMA MUHAMA (E OUTROS) VERBA PRO-EVE 2008 (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"15/08/2008 15:17"
"1963,000000";"11,000000";"null";"ZDA - PROF. SYLVIA CAIUBY NOVAES VERBA PRO-EVE 2008 (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"26/01/2009 10:06"
"1964,000000";"11,000000";"null";"ZALUNO - AMILCAR HENRIQUE GONÇALVES VERBA PRO-EVE 2008 (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"15/09/2008 09:05"
"1965,000000";"11,000000";"null";"ZALUNO - KATIÚCIA DE SOUZA SILVA VERBA PRO-EVE 2008 (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"09/09/2008 10:05"
"1966,000000";"11,000000";"null";"ZALUNO - KATIÚCIA DE SOUSA SILVA VERBA PRO-EVE 2008 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"15/08/2008 16:11"
"1967,000000";"11,000000";"null";"ZALUNO - ANDRÉ HENRIQUE BEZERRA VERBA PRO-EVE 2008 (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"14/08/2008 11:16"
"1968,000000";"11,000000";"null";"ZDLM - PROF. CLAUDIA CONSUELO A. PINO - TF. 50573120 (RENDA INDUSTRIAL)";"flm@edu.usp.br";"1";"S";"NUNO";"18/03/2009 13:55"
"1969,000000";"11,000000";"null";"ZDLO - PROF. SUZANA SCHWARTS - TF. 50574402 - (ORÇAMENTO)";"";"1";"S";"NUNO";"15/09/2008 15:14"
"1970,000000";"11,000000";"null";"ZDG - PROF. JURANDYR LUCIANO ROSS T.F. 50586060 (ORÇAMENTO)";"";"1";"S";"RETOMA";"23/07/2008 11:45"
"1971,000000";"11,000000";"null";"ZALUNO - ALINE APARECIDA ALQUIMIM T.F. 50604042 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 16:11"
"1972,000000";"11,000000";"null";"ZDLCV - PROF. MARIA C. L. HERNANDES - TF. 50587580 - (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"30/10/2008 10:33"
"1973,000000";"11,000000";"null";"ZDLCV - PROF. JOSÉ H. DE A. N. COSTA - TF. 50588764 -(RENDA INDUSTRIAL)";"flc@edu.usp.br";"1";"S";"NUNO";"18/03/2009 13:57"
"1974,000000";"11,000000";"null";"ZDLCV - PROF. JOÃO ADOLFO HANSEN - TF. 50589043 - (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"15/08/2008 15:16"
"1975,000000";"11,000000";"null";"ZCELP - PROF. VIMA LIA DE ROSSI MARTIN - TF. 50589205 - (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"02/09/2009 11:10"
"1976,000000";"11,000000";"null";"ZDH - PROF. MARIA LUIZA CARNEIRO - TF. 50590009 - (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"02/09/2009 11:11"
"1977,000000";"11,000000";"null";"ZDH - PROF. MARIA L. T. CARNEIRO - TF. 50590041 - (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"24/07/2008 11:11"
"1978,000000";"11,000000";"null";"ZPET - CONTRAPARTIDA MATERIAL PERMANENTE (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"20/08/2008 09:40"
"1979,000000";"11,000000";"null";"ZPET - CONTRAPARTIDA PAGTO. PESSOA JURÍDICA  (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"20/08/2008 09:40"
"1980,000000";"11,000000";"null";"ZPET - CONTRAPARTIDA PAGAMENTO TRANSPORTE  (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"20/08/2008 09:40"
"1981,000000";"11,000000";"null";"ZPET - CONTRAPARTIDA PAGAMENTO DE DIÁRIAS  (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"20/08/2008 09:40"
"1982,000000";"11,000000";"null";"ZPET - CONTRAPARTIDA MATERIAL DE CONSUMO (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"20/08/2008 09:40"
"1983,000000";"11,000000";"null";"ZDLM - PROF. LYNN MARIO T M DE SOUZA - TF 50614609 (ORÇAMENTO)";"";"1";"S";"RETOMA";"24/07/2008 09:59"
"1984,000000";"11,000000";"null";"ZDH - PROF. SARA ALBIERI - TF 50614625 (ORÇAMENTO)";"flh@edu.usp.br";"1";"S";"NUNO";"15/09/2008 15:18"
"1985,000000";"11,000000";"null";"ZDL - PROF. MARGARIDA M T PETTERS - TF 50614420 (ORÇAMENTO)";"fll@usp.br";"1";"S";"NUNO";"20/03/2009 10:13"
"1986,000000";"11,000000";"null";"ZDG - PROF. JURANDYR L. S. ROSS - TF 50607742 (ORÇAMENTO)";"";"1";"S";"RETOMA";"23/07/2008 11:45"
"1987,000000";"11,000000";"null";"ZDLM - PROF. LYN MARIO T M SOUZA - TF 50630043 - (ORÇAMENTO)";"flm@edu.usp.br";"1";"S";"NUNO";"15/09/2008 15:16"
"1988,000000";"11,000000";"null";"ZDLM - PROF. HELOISA PEZZA CINTRÃO - TF 50630205 - (ORÇAMENTO)";"flm@edu.usp.br";"1";"S";"NUNO";"20/03/2009 10:11"
"1989,000000";"11,000000";"null";"ZDLCV - PROF. JOÃO ADOLFO HANSEN - TF 50630507 - (ORÇAMENTO)";"flc@edu.usp.br";"1";"S";"NUNO";"15/09/2008 15:16"
"1990,000000";"11,000000";"null";"ZDA - PROF. SYLVIA M. C. NOVAES - TF 50646101 (ORÇAMENTO)";"fla@usp.br";"1";"S";"NUNO";"19/03/2012 16:07"
"1991,000000";"11,000000";"null";"ZDS - PROF. PAULO ROBERTO A. DE MENEZES - TF 50661780 (ORÇAMENTO)";"fsl@usp.br";"1";"S";"NUNO";"17/09/2009 16:00"
"1992,000000";"11,000000";"null";"ZDTLLC - PROF. ROBERTO ZULAR - TF 50663421 (ORÇAMENTO)";"";"1";"S";"RETOMA";"24/07/2008 11:00"
"1993,000000";"11,000000";"null";"ZDLM - PROF. ADRIAN PABLO FANJUL - TF 50658762 (ORÇAMENTO)";"flm@edu.usp.br";"1";"S";"NUNO";"15/09/2008 15:20"
"1994,000000";"11,000000";"null";"ZDLM - PROF. ADRIAN PABLO FANJUL - TF 50663022 (ORÇAMENTO)";"";"1";"S";"NUNO";"04/08/2008 10:16"
"1995,000000";"11,000000";"null";"ZDA - PROG. VALOR. REEQUIPAMENTO LABORATÓRIOS (ORÇAMENTO)";"";"1";"S";"NUNO";"26/06/2012 11:12"
"1996,000000";"11,000000";"null";"ZDA - PROF. JOÃO BATISTA BORGES PEREIRA - TF. 50662204 (ORÇAMENTO)";"";"1";"S";"NUNO";"10/10/2008 15:09"
"1997,000000";"11,000000";"null";"ZDF - PROF. MARCO A DE A ZINGANO - TF 50675780 (ORÇAMENTO)";"";"1";"S";"NUNO";"18/03/2009 14:04"
"1998,000000";"10,000000";"null";"Redução Pagamento de Edição de Livro (EDUSP)";"";"1";"S";"NUNO";"18/07/2008 14:15"
"1999,000000";"10,000000";"null";"Pagamento de Diárias (Outras Unidades)";"";"1";"S";"NUNO";"22/07/2008 15:38"
"2000,000000";"11,000000";"null";"ZDL - PROF. ANA LUCIA DE PAULA MULLER TF 50701706 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"09/09/2009 15:04"
"2001,000000";"11,000000";"null";"ZDG - PROF. AMALIA INES GERAIGES LEMOS TF 50701668 (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"11/03/2009 09:34"
"2002,000000";"11,000000";"null";"ZDLO - PROF. KOICHI MORI TF 50702109 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"20/03/2009 10:22"
"2003,000000";"11,000000";"null";"ZDLM - PROF. LELAND EMERSON MCCLEARY TF 50701145/50701102 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"20/10/2008 16:43"
"2004,000000";"11,000000";"null";"ZDF - PROF. LUIZ F. B. F. DE MATOS TF 50706848 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"20/03/2009 10:17"
"2005,000000";"11,000000";"null";"ZDH - PROF. ZILDA MARCIA GRICOLI IOKOI TF 50707089 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"20/03/2009 10:20"
"2006,000000";"11,000000";"null";"ZALUNO - MARCIA YUMI TAKEUCHI TF 50712040 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"09/09/2008 15:14"
"2007,000000";"11,000000";"null";"ZDLCV - PROF. PAULO F. DA MOTTA OLIVEIRA - TF 50707402 (ORÇAMENTO)";"";"1";"S";"NUNO";"20/10/2008 16:38"
"2008,000000";"11,000000";"null";"ZDLM - PROF. LAURA PATRICIA Z. DE IZARRA - TF 50707704 (ORÇAMENTO)";"";"1";"S";"NUNO";"01/06/2009 14:28"
"2009,000000";"11,000000";"null";"ZDLCV - PROF. IEDA MARIA ALVES- TF 50707682 (ORÇAMENTO)";"";"1";"S";"NUNO";"03/04/2009 14:18"
"2010,000000";"11,000000";"null";"ZDH - PROF. MARCELO CANDIDO DA SILVA - TF 50707500 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/09/2008 15:17"
"2011,000000";"11,000000";"null";"ZALUNO - RODRIGO OLIVEIRA DUARTE - TF 50732148 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:42"
"2012,000000";"11,000000";"null";"ZALUNO - CARLOS ANDRE O. F. AMARO - TF 50732164 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:55"
"2013,000000";"11,000000";"null";"ZALUNO - CAROLINA BATISTA MARTINS - TF 50732180 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:56"
"2014,000000";"11,000000";"null";"ZALUNO - ANA MARIA H. SOLANO - TF 50732202 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:55"
"2015,000000";"11,000000";"null";"ZEMBAIXADORES 2008 - TF 50732628 (ORÇAMENTO)";"";"1";"S";"NUNO";"05/08/2008 13:58"
"2016,000000";"11,000000";"null";"ZALUNO - MARIANA TOLEDO FERREIRA - TF 50732245 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:54"
"2017,000000";"11,000000";"null";"ZALUNO - JORGE LUIZ SELLANE - TF 50732229 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:42"
"2018,000000";"11,000000";"null";"ZDS - PROF. ANGELA MARIA ALONSO - TF 50731907 (ORÇAMENTO)";"";"1";"S";"NUNO";"16/04/2009 16:06"
"2019,000000";"11,000000";"null";"ZDH - PROF. VERA LUCIA AMARAL FERLINI - TF 50733608 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"20/10/2008 16:45"
"2020,000000";"11,000000";"null";"ZDLCV - PROF. LUIZ ANTONIO DA SILVA - TF 50746700 (ORÇAMENTO)";"";"1";"S";"NUNO";"20/10/2008 16:37"
"2021,000000";"11,000000";"null";"ZALUNO - PEDRO DE CILLO RODRIGUES - TF. 50765828 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:56"
"2022,000000";"11,000000";"null";"ZALUNO - RUY DE CARVALHO MONTEIRO T.F. 50766905 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:57"
"2023,000000";"11,000000";"null";"ZALUNO - BRUNO PEREIRA DE LIMA ARANHA T.F. 50766921 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:57"
"2024,000000";"11,000000";"null";"ZALUNO - KRISTIAN GUSTAN RUPP MANCILLA - TF 50777109 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:46"
"2025,000000";"11,000000";"null";"ZALUNO - MARINA SIMÔES GALVANESE - TF 50777087 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:45"
"2026,000000";"11,000000";"null";"ZALUNO - NATALIA LEON NUNES - TF 50777060 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:45"
"2028,000000";"11,000000";"null";"ZALUNO - ANDERSON APARECIDO LIMA DA SILVA - TF 50777044 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:44"
"2029,000000";"11,000000";"null";"ZALUNO - VIRGINIA HELENA FERREIRA DA COSTA - TF 50777001 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:51"
"2030,000000";"11,000000";"null";"ZALUNO - TATIANE DE LOURENÇO SBIZERRA  - TF 50776960 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:53"
"2031,000000";"11,000000";"null";"ZALUNO - MARIAH RIBEIRO SALGADO - TF 50776986 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:52"
"2032,000000";"11,000000";"null";"ZDS - PROF. ANGELA ALONSO VERBA APOIO EVENTO (ORÇAMENTO)";"";"1";"S";"RETOMA";"10/12/2008 16:44"
"2033,000000";"11,000000";"null";"ZDLO - PROF. KOICHI MORI VERBA APOIO EVENTO (ORÇAMENTO)";"";"1";"S";"RETOMA";"10/12/2008 16:51"
"2034,000000";"11,000000";"null";"ZDH - PROF. MARIA LIGIA COELHO PRADO VERBA APOIO EVENTO (ORÇAMENTO)";"";"1";"S";"NUNO";"20/10/2008 16:42"
"2035,000000";"11,000000";"null";"ZALUNO - NATHALIA CAPELLINI CARVALHO DE OLIVEIRA (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:44"
"2036,000000";"11,000000";"null";"ZALUNO - ANTONIO CARLOS VIEIRA JUNIOR (ORÇAMENTO)";"";"1";"S";"NUNO";"15/08/2008 15:43"
"2037,000000";"10,000000";"null";"Pagamento de INSS (RUSP)";"";"1";"S";"NUNO";"13/08/2008 13:59"
"2038,000000";"10,000000";"null";"Suplementação Reembolso GEPEA";"";"1";"S";"NUNO";"13/08/2008 14:30"
"2039,000000";"10,000000";"null";"Redução para o Grupo (084)";"";"1";"S";"NUNO";"13/08/2008 14:41"
"2040,000000";"11,000000";"null";"ZDLCV - PROF. ADRIANE DA SILVA DUARTE TF 50781629 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"08/04/2009 10:04"
"2041,000000";"11,000000";"null";"ZALUNO - ANA LUISA CAMPANHA NAKAMOTO - TF 50781920 (ORÇAMENTO)";"";"1";"S";"NUNO";"18/03/2009 14:03"
"2042,000000";"10,000000";"null";"Pagamento Notificação Ministério Público - Acess. dos Prédios";"";"1";"S";"NUNO";"13/08/2008 16:07"
"2043,000000";"10,000000";"null";"Suplementação Auxílio a Evento CEXU";"";"1";"S";"NUNO";"14/08/2008 13:56"
"2044,000000";"11,000000";"null";"ZDLO - PROF. SUZANA CHWARTS - TF. 50796065 (ORÇAMENTO)";"";"1";"S";"NUNO";"15/09/2008 15:19"
"2045,000000";"11,000000";"null";"ZDS - PROF. ANGELA MARIA ALONSO - TF 50818506 (ORÇAMENTO)";"";"1";"S";"NUNO";"25/09/2008 10:33"
"2046,000000";"10,000000";"null";"Devolução Saldo de Embaixadores 2008";"";"1";"S";"NUNO";"21/08/2008 15:57"
"2047,000000";"36,000000";"null";"Pós-Graduação em Sociologia";"";"1";"S";"RETOMA";"21/08/2008 16:05"
"2048,000000";"11,000000";"null";"ZDG - EXCURSÃO DIDÁTICA - 1º SEMESTRE  (ORÇAMENTO)";"";"1";"S";"NUNO";"20/10/2009 10:38"
"2049,000000";"11,000000";"null";"ZDLCV - PROF. SIMONE CAPUTO GOMES  T.F. 50828544 (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"26/01/2009 10:08"
"2052,000000";"11,000000";"null";"ZALUNO - VERESA MORAES (ORÇAMENTO)";"";"1";"S";"NUNO";"09/09/2008 14:51"
"2053,000000";"11,000000";"null";"ZALUNO - MARILIA LUCCHIRIA RIBEIRO VONO (ORÇAMENTO)";"";"1";"S";"NUNO";"09/09/2008 14:51"
"2054,000000";"11,000000";"null";"ZALUNO - MIRELLA DO CARMO BOTARO (ORÇAMENTO)";"";"1";"S";"NUNO";"09/09/2008 14:52"
"2055,000000";"10,000000";"null";"Redução para o Grupo (081)";"";"1";"S";"NUNO";"28/08/2008 14:04"
"2056,000000";"11,000000";"null";"ZALUNO - LIA IMENES ISHIDA (ORÇAMENTO)";"";"1";"S";"NUNO";"09/09/2008 15:04"
"2057,000000";"11,000000";"null";"ZALUNO - MARIANE VEIGA BARRANTES (ORÇAMENTO)";"";"1";"S";"NUNO";"09/09/2008 15:05"
"2058,000000";"11,000000";"null";"ZALUNO - VERONICA KIENEN DIAS (ORÇAMENTO)";"";"1";"S";"NUNO";"09/09/2008 15:06"
"2059,000000";"11,000000";"null";"ZALUNO - LEDA CORDEIRO DA SILVA (ORÇAMENTO)";"";"1";"S";"NUNO";"09/09/2008 15:03"
"2060,000000";"11,000000";"null";"ZALUNO - LILIAN RIBEIRO DE OLIVEIRA (ORÇAMENTO)";"";"1";"S";"NUNO";"09/09/2008 15:04"
"2061,000000";"11,000000";"null";"ZDLCV - PROF. SIMONE CAPUTO GOMEZ TF 50851600 (ORÇAMENTO)";"flc@edu.usp.br";"1";"S";"NUNO";"20/03/2009 10:10"
"2062,000000";"11,000000";"null";"ZDA - PROF. PAULA MONTERO TF 50851627 (ORÇAMENTO)";"fla@usp.br";"1";"S";"NUNO";"20/03/2009 10:04"
"2063,000000";"11,000000";"null";"ZDH - PROF. ROBERT SEAN PURDY T.F. 50855622 (ORÇAMENTO)";"";"1";"S";"NUNO";"17/09/2009 16:00"
"2064,000000";"11,000000";"null";"ZALUNO - FABRICIO REINER DE ANDRADE - TF 50873221 (ORÇAMENTO)";"";"1";"S";"NUNO";"09/09/2008 14:52"
"2065,000000";"11,000000";"null";"ZALUNO - CARLOS HENRIQUE DA SILVA - TF 50873124 (ORÇAMENTO)";"";"1";"S";"NUNO";"03/10/2008 10:53"
"2066,000000";"11,000000";"null";"ZDLCV - PROF. HÉLIO DE SEIXAS GUIMARÃES - TF 50878380 (ORÇAMENTO)";"";"1";"S";"NUNO";"20/10/2008 16:38"
"2067,000000";"11,000000";"null";"ZDTLLC - PROF. ANA PAULA SÁ E SOUZA PACHECO - TF 50878126 (ORÇAMENTO)";"";"1";"S";"NUNO";"20/03/2009 10:14"
"2068,000000";"11,000000";"null";"ZDG - PROF. DEBORAH DE OLIVEIRA - TF 50878304 (ORÇAMENTO)";"";"1";"S";"RETOMA";"23/12/2008 10:35"
"2069,000000";"11,000000";"null";"ZDF - PROF. LUIS C. GUIMARÃES OLIVA TF 50890720 (ORÇAMENTO)";"financdf@usp.br";"1";"S";"NUNO";"20/10/2008 16:41"
"2070,000000";"11,000000";"null";"ZDL - PROF. JAIRO MORAES NUNES VERBA APOIO EVENTO (ORÇAMENTO)";"";"1";"S";"NUNO";"15/09/2008 15:19"
"2071,000000";"11,000000";"null";"ZDG - PROF. AMALIA INES GERAIGES DE LEMOS - TF 50893443 (ORÇAMENTO)";"";"1";"S";"RETOMA";"23/12/2008 10:34"
"2072,000000";"11,000000";"null";"ZDLCV - PROF. SIMONE C. GOMES TF 50905468 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"10/12/2009 13:53"
"2073,000000";"11,000000";"null";"ZDF - PROF. HOMERO S. SANTIAGO TF 50904569 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"03/01/2011 15:22"
"2074,000000";"11,000000";"null";"ZDH - PROF. MARIA LIGIA C. PRADO TF 50904585 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"20/03/2009 10:19"
"2075,000000";"11,000000";"null";"ZDLCV - PROF. BRENO B. SEBASTIANI TF 50904542 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"20/10/2008 16:44"
"2076,000000";"11,000000";"null";"ZDH - REVISTA DE HISTÓRIA TF. 50914823 (ORÇAMENTO)";"flh@edu.usp.br";"1";"S";"NUNO";"19/03/2010 10:33"
"2077,000000";"11,000000";"null";"ZDA - REVISTA DE ANTROPOLOGIA TF 50914742 (ORÇAMENTO)";"fla@usp.br";"1";"S";"NUNO";"27/07/2010 13:58"
"2078,000000";"11,000000";"null";"ZDS - PROF. RUY GOMES BRAGA NETO - TF 50923644 - (ORÇAMENTO)";"";"1";"S";"NUNO";"13/11/2008 14:49"
"2079,000000";"11,000000";"null";"ZDS - PROF. MARIA ARMINDA ARRUDA VERBA APOIO EVENTO (ORÇAMENTO)";"";"1";"S";"RETOMA";"10/12/2008 16:51"
"2080,000000";"11,000000";"null";"ZDLO - PROF. JUNKO OTA VERBA APOIO EVENTO (ORÇAMENTO)";"";"1";"S";"RETOMA";"10/12/2008 16:51"
"2081,000000";"10,000000";"null";"Pagamento Aluguel Auditório - IF";"";"1";"S";"NUNO";"18/09/2008 16:27"
"2082,000000";"11,000000";"null";"ZDS - PROF. ALVARO AUGUSTO COMIN TF 50947489 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"10/12/2009 13:55"
"2083,000000";"11,000000";"null";"ZALUNO - SERGIO AUGUSTO RODRIGUES DA SILVA - TF 50949643 (ORÇAMENTO)";"";"1";"S";"NUNO";"03/10/2008 10:53"
"2084,000000";"11,000000";"null";"ZALUNO - MARIANA LEME FERREIRA BARCELLINI - TF 50949627 (ORÇAMENTO)";"";"1";"S";"NUNO";"03/10/2008 10:53"
"2085,000000";"11,000000";"null";"ZDS - PROF. MARIA ARMINDA DO NASCIMENTO ARRUDA - TF. 50957646 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"18/03/2009 13:56"
"2086,000000";"11,000000";"null";"ZDLCV - PROF. JOSÉ ANTONIO PASTA JUNIOR - TF 50966262 (ORÇAMENTO)";"";"1";"S";"NUNO";"03/04/2009 14:18"
"2087,000000";"11,000000";"null";"ZDH - PROF. ZILDA MARCIA GRICOLI IOKOI TF 50959282 (ORÇAMENTO)";"";"1";"S";"NUNO";"12/08/2009 10:52"
"2089,000000";"11,000000";"null";"ZDH - PROF. EDUARDO NATALINO DOS SANTOS - TF 51004740 (ORÇAMENTO)";"";"1";"S";"NUNO";"20/10/2008 16:40"
"2090,000000";"11,000000";"null";"ZDCP - PROF. FERNANDO DE M. P. LIMONGI - TF 51002623 (ORÇAMENTO)";"";"1";"S";"NUNO";"16/04/2009 16:05"
"2091,000000";"11,000000";"null";"ZDLCV - PROF. IEDA MARIA ALVES - TF 51003085 (ORÇAMENTO)";"";"1";"S";"NUNO";"03/04/2009 14:19"
"2092,000000";"11,000000";"null";"ZDH - PROF. GILDO MAGALHÃES DOS SANTOS FILHO - TF 51018724 (ORÇAMENTO)";"";"1";"S";"RETOMA";"10/12/2008 15:45"
"2093,000000";"11,000000";"null";"ZDH - PROF. LINCOLN FERREIRA SECCO - TF 51022985 (ORÇAMENTO)";"";"1";"S";"NUNO";"18/03/2009 14:05"
"2094,000000";"11,000000";"null";"ZDLCV - PROF. HELDER GARMES - TF 51023124 (ORÇAMENTO)";"";"1";"S";"NUNO";"03/04/2009 14:17"
"2095,000000";"11,000000";"null";"ZDLO - PROF. JUNKO OTA - TF 51004340 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"24/05/2011 14:28"
"2096,000000";"11,000000";"null";"ZDG - PROF. AMALIA I. G. LEMOS - TF 51030503 (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"26/01/2009 10:07"
"2097,000000";"11,000000";"null";"ZDH - PROF. FLAVIO DE CAMPOS - TF 51031860 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"20/10/2008 16:45"
"2098,000000";"11,000000";"null";"ZDH - PROF. VERA LUCIA AMARAL FERLINI - TF. 51032760 (ORÇAMENTO)";"";"1";"S";"NUNO";"12/08/2009 10:58"
"2099,000000";"11,000000";"null";"ZDTLLC - PROF. MARIA AUGUSTA B F W ABRAMO TF 51034827 (ORÇAMENTO)";"";"1";"S";"RETOMA";"10/12/2008 15:46"
"2100,000000";"11,000000";"null";"ZDLM - PROF. MARIA C. QUEIROZ DE MORAES TF 51050580 (ORÇAMENTO)";"";"1";"S";"RETOMA";"23/12/2008 10:37"
"2101,000000";"11,000000";"null";"ZDTLLC - PROF. SANDRA MARGARIDA NITRINI TF 51050628 (ORÇAMENTO)";"";"1";"S";"RETOMA";"23/12/2008 10:38"
"2102,000000";"11,000000";"null";"ZDG - PROF. MAGDA A. LOMBARDO TF 51068845 (ORÇAMENTO)";"";"1";"S";"RETOMA";"23/12/2008 10:35"
"2103,000000";"11,000000";"null";"ZDL - PROF. ANA L. P. MULLER TF 51082449 (ORÇAMENTO)";"";"1";"S";"RETOMA";"23/12/2008 10:38"
"2104,000000";"10,000000";"null";"Pagamento do 5º GESEC";"";"1";"S";"NUNO";"22/10/2008 10:05"
"2105,000000";"11,000000";"null";"ZDG - USP NA SEMANA DE TECNOLOGIA TF 51103926 (ORÇAMENTO)";"";"1";"S";"NUNO";"18/03/2009 14:04"
"2106,000000";"11,000000";"null";"ZDLCV - PROF. JOSÉ ANTONIO PASTA JR. TF 51092967 (ORÇAMENTO)";"";"1";"S";"RETOMA";"23/12/2008 10:36"
"2107,000000";"11,000000";"null";"ZDL - PROF. JAIRO MORAIS NUNES TF 51143847 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"10/12/2009 13:52"
"2108,000000";"11,000000";"null";"ZDL - PROF. MARIA CRISTINA F.S. ALTMAN TF 51143880 (RENDA INDUSTRIAL)";"";"1";"S";"RETOMA";"29/05/2009 10:59"
"2109,000000";"11,000000";"null";"ZDLO - PROF. ARLETE ORLANDO CAVALIERE TF 51149721 (ORÇAMENTO)";"";"1";"S";"NUNO";"18/03/2009 14:02"
"2110,000000";"11,000000";"null";"ZDLM - PROF. LAURA JANINA HOSIASSON TF 51145483 (ORÇAMENTO)";"";"1";"S";"RETOMA";"23/12/2008 10:37"
"2111,000000";"11,000000";"null";"ZDLO - PROF. MOACIR A. AMANCIO TF 51145521 (ORÇAMENTO)";"";"1";"S";"RETOMA";"23/12/2008 10:37"
"2112,000000";"11,000000";"null";"ZDLCV - PROF. PAULO F. MOTTA OLIVEIRA TF 51145700 (ORÇAMENTO)";"";"1";"S";"NUNO";"03/04/2009 14:17"
"2113,000000";"11,000000";"null";"ZDF - PROF. MOACYR AYRES FILHO VERBA EVENTO (ORÇAMENTO)";"";"1";"S";"NUNO";"18/03/2009 14:01"
"2114,000000";"11,000000";"null";"ZDS - PROF. MARIA ARMINDA N. ARRUDA TF 51165425 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"08/04/2009 10:03"
"2115,000000";"11,000000";"null";"ZDH - PROF. MARIA HELENA R. CAPELATO TF 51158046 (ORÇAMENTO)";"";"1";"S";"NUNO";"27/05/2013 09:55"
"2116,000000";"11,000000";"null";"ZDG - PROF. HERVE EMILIEN R. THERY TF 51158020 (ORÇAMENTO)";"";"1";"S";"NUNO";"28/08/2013 09:51"
"2117,000000";"11,000000";"null";"ZDLM - PROF. ADRIANA IOZZI KLEIN VERBA APOIO EVENTO (ORÇAMENTO)";"";"1";"S";"RETOMA";"09/03/2010 10:21"
"2118,000000";"11,000000";"null";"ZDG - PROF. AMALIA INÊS GERAIGES VERBA APOIO EVENTO (ORÇAMENTO)";"";"1";"S";"RETOMA";"10/12/2008 15:45"
"2119,000000";"11,000000";"null";"ZDF - PROF. MARCIO SUZUKI TF. 51218120 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"01/12/2014 14:31"
"2120,000000";"11,000000";"null";"ZDLCV - PROF. LILIAN JACOTO TF. 51224081 (RENDA INDUSTRIAL)";"";"1";"S";"NUNO";"02/05/2012 15:05"
